Barrio;Ańo;Trimestre;Valor;Ambientes;Estado
Almagro;2018;1;2666.69;1;Usado
Balvanera;2018;1;2460.99;1;Usado
Barracas;2018;1;;1;Usado
Belgrano;2018;1;3603.11;1;Usado
Boca;2018;1;;1;Usado
Boedo;2018;1;;1;Usado
Caballito;2018;1;3010.75;1;Usado
Chacarita;2018;1;;1;Usado
Colegiales;2018;1;;1;Usado
Constitución;2018;1;;1;Usado
Flores;2018;1;2486.82;1;Usado
Floresta;2018;1;;1;Usado
Liniers;2018;1;;1;Usado
Monte Castro;2018;1;;1;Usado
Montserrat;2018;1;2649.62;1;Usado
Núńez;2018;1;;1;Usado
Palermo;2018;1;3651.65;1;Usado
Parque Chacabuco;2018;1;;1;Usado
Parque Chas;2018;1;;1;Usado
Recoleta;2018;1;3389.12;1;Usado
Retiro;2018;1;3528.2;1;Usado
Saavedra;2018;1;;1;Usado
San Cristóbal;2018;1;2446.29;1;Usado
San Nicolás;2018;1;2500.91;1;Usado
San Telmo;2018;1;;1;Usado
Vélez Sarsfield;2018;1;;1;Usado
Villa Crespo;2018;1;3013.89;1;Usado
Villa del Parque;2018;1;2791.77;1;Usado
Villa Devoto;2018;1;;1;Usado
Villa Gral. Mitre;2018;1;;1;Usado
Villa Luro;2018;1;;1;Usado
Villa Ortúzar;2018;1;;1;Usado
Villa Pueyrredón;2018;1;2799.2;1;Usado
Villa Santa Rita;2018;1;;1;Usado
Villa Urquiza;2018;1;3104.86;1;Usado
Almagro;2018;2;2736.69;1;Usado
Balvanera;2018;2;2505.36;1;Usado
Barracas;2018;2;;1;Usado
Belgrano;2018;2;3718.12;1;Usado
Boca;2018;2;;1;Usado
Boedo;2018;2;;1;Usado
Caballito;2018;2;2967.99;1;Usado
Chacarita;2018;2;;1;Usado
Colegiales;2018;2;;1;Usado
Constitución;2018;2;;1;Usado
Flores;2018;2;2436;1;Usado
Floresta;2018;2;;1;Usado
Liniers;2018;2;;1;Usado
Monte Castro;2018;2;;1;Usado
Montserrat;2018;2;2469.2;1;Usado
Núńez;2018;2;3788.71;1;Usado
Palermo;2018;2;3663.9;1;Usado
Parque Chacabuco;2018;2;;1;Usado
Parque Chas;2018;2;;1;Usado
Recoleta;2018;2;3531.28;1;Usado
Retiro;2018;2;;1;Usado
Saavedra;2018;2;;1;Usado
San Cristóbal;2018;2;2378.24;1;Usado
San Nicolás;2018;2;2616.33;1;Usado
San Telmo;2018;2;;1;Usado
Vélez Sarsfield;2018;2;;1;Usado
Villa Crespo;2018;2;2973.19;1;Usado
Villa del Parque;2018;2;;1;Usado
Villa Devoto;2018;2;;1;Usado
Villa Gral. Mitre;2018;2;;1;Usado
Villa Luro;2018;2;;1;Usado
Villa Ortúzar;2018;2;;1;Usado
Villa Pueyrredón;2018;2;2931.83;1;Usado
Villa Santa Rita;2018;2;;1;Usado
Villa Urquiza;2018;2;;1;Usado
Almagro;2018;3;2953.85;1;Usado
Balvanera;2018;3;2516.17;1;Usado
Barracas;2018;3;;1;Usado
Belgrano;2018;3;3760.36;1;Usado
Boca;2018;3;;1;Usado
Boedo;2018;3;;1;Usado
Caballito;2018;3;3133.11;1;Usado
Chacarita;2018;3;3158.5;1;Usado
Colegiales;2018;3;3414.69;1;Usado
Constitución;2018;3;2437.46;1;Usado
Flores;2018;3;2512.47;1;Usado
Floresta;2018;3;;1;Usado
Liniers;2018;3;;1;Usado
Monte Castro;2018;3;;1;Usado
Montserrat;2018;3;2440.71;1;Usado
Núńez;2018;3;3650.83;1;Usado
Palermo;2018;3;3664.28;1;Usado
Parque Chacabuco;2018;3;;1;Usado
Parque Chas;2018;3;;1;Usado
Recoleta;2018;3;3736.22;1;Usado
Retiro;2018;3;3317.32;1;Usado
Saavedra;2018;3;;1;Usado
San Cristóbal;2018;3;2297.02;1;Usado
San Nicolás;2018;3;2691.44;1;Usado
San Telmo;2018;3;;1;Usado
Vélez Sarsfield;2018;3;;1;Usado
Villa Crespo;2018;3;3015.57;1;Usado
Villa del Parque;2018;3;2751.66;1;Usado
Villa Devoto;2018;3;;1;Usado
Villa Gral. Mitre;2018;3;;1;Usado
Villa Luro;2018;3;;1;Usado
Villa Ortúzar;2018;3;;1;Usado
Villa Pueyrredón;2018;3;3031.58;1;Usado
Villa Santa Rita;2018;3;;1;Usado
Villa Urquiza;2018;3;3242.25;1;Usado
Almagro;2018;4;2956.21;1;Usado
Balvanera;2018;4;2614.77;1;Usado
Barracas;2018;4;;1;Usado
Belgrano;2018;4;3602.49;1;Usado
Boca;2018;4;;1;Usado
Boedo;2018;4;;1;Usado
Caballito;2018;4;3040.17;1;Usado
Chacarita;2018;4;3088.5;1;Usado
Colegiales;2018;4;3480.42;1;Usado
Constitución;2018;4;;1;Usado
Flores;2018;4;2508.24;1;Usado
Floresta;2018;4;;1;Usado
Liniers;2018;4;;1;Usado
Monte Castro;2018;4;;1;Usado
Montserrat;2018;4;2644.24;1;Usado
Núńez;2018;4;3678.95;1;Usado
Palermo;2018;4;3755.41;1;Usado
Parque Chacabuco;2018;4;;1;Usado
Parque Chas;2018;4;;1;Usado
Recoleta;2018;4;3540.95;1;Usado
Retiro;2018;4;3356.78;1;Usado
Saavedra;2018;4;3137.72;1;Usado
San Cristóbal;2018;4;2396.08;1;Usado
San Nicolás;2018;4;2638.36;1;Usado
San Telmo;2018;4;;1;Usado
Vélez Sarsfield;2018;4;;1;Usado
Villa Crespo;2018;4;3000.82;1;Usado
Villa del Parque;2018;4;;1;Usado
Villa Devoto;2018;4;;1;Usado
Villa Gral. Mitre;2018;4;;1;Usado
Villa Luro;2018;4;;1;Usado
Villa Ortúzar;2018;4;;1;Usado
Villa Pueyrredón;2018;4;2964.04;1;Usado
Villa Santa Rita;2018;4;;1;Usado
Villa Urquiza;2018;4;3233.29;1;Usado
Almagro;2019;1;3006.69;1;Usado
Balvanera;2019;1;2618.56;1;Usado
Barracas;2019;1;;1;Usado
Belgrano;2019;1;3666.28;1;Usado
Boca;2019;1;2239.05;1;Usado
Boedo;2019;1;;1;Usado
Caballito;2019;1;2955.25;1;Usado
Chacarita;2019;1;3187.17;1;Usado
Colegiales;2019;1;3459.56;1;Usado
Constitución;2019;1;2366.78;1;Usado
Flores;2019;1;2632.91;1;Usado
Floresta;2019;1;;1;Usado
Liniers;2019;1;;1;Usado
Monte Castro;2019;1;;1;Usado
Montserrat;2019;1;2693.47;1;Usado
Núńez;2019;1;3591.07;1;Usado
Palermo;2019;1;3738.42;1;Usado
Parque Chacabuco;2019;1;;1;Usado
Parque Chas;2019;1;;1;Usado
Recoleta;2019;1;3528.76;1;Usado
Retiro;2019;1;3448.57;1;Usado
Saavedra;2019;1;3318.62;1;Usado
San Cristóbal;2019;1;2403.66;1;Usado
San Nicolás;2019;1;2592.31;1;Usado
San Telmo;2019;1;;1;Usado
Vélez Sarsfield;2019;1;;1;Usado
Villa Crespo;2019;1;2988.48;1;Usado
Villa del Parque;2019;1;;1;Usado
Villa Devoto;2019;1;;1;Usado
Villa Gral. Mitre;2019;1;;1;Usado
Villa Luro;2019;1;;1;Usado
Villa Ortúzar;2019;1;;1;Usado
Villa Pueyrredón;2019;1;;1;Usado
Villa Santa Rita;2019;1;;1;Usado
Villa Urquiza;2019;1;3289.62;1;Usado
Almagro;2019;2;2900.01;1;Usado
Balvanera;2019;2;2596.22;1;Usado
Barracas;2019;2;;1;Usado
Belgrano;2019;2;3531.43;1;Usado
Boca;2019;2;2167.15;1;Usado
Boedo;2019;2;;1;Usado
Caballito;2019;2;2961.69;1;Usado
Chacarita;2019;2;3269.7;1;Usado
Colegiales;2019;2;3404.99;1;Usado
Constitución;2019;2;2490.81;1;Usado
Flores;2019;2;2637.02;1;Usado
Floresta;2019;2;;1;Usado
Liniers;2019;2;;1;Usado
Monte Castro;2019;2;2860.58;1;Usado
Montserrat;2019;2;2622.45;1;Usado
Núńez;2019;2;3526.36;1;Usado
Palermo;2019;2;3783.8;1;Usado
Parque Chacabuco;2019;2;;1;Usado
Parque Chas;2019;2;;1;Usado
Recoleta;2019;2;3572.52;1;Usado
Retiro;2019;2;3238.9;1;Usado
Saavedra;2019;2;3420.66;1;Usado
San Cristóbal;2019;2;2318.7;1;Usado
San Nicolás;2019;2;2607.92;1;Usado
San Telmo;2019;2;;1;Usado
Vélez Sarsfield;2019;2;;1;Usado
Villa Crespo;2019;2;3109.84;1;Usado
Villa del Parque;2019;2;;1;Usado
Villa Devoto;2019;2;;1;Usado
Villa Gral. Mitre;2019;2;;1;Usado
Villa Luro;2019;2;;1;Usado
Villa Ortúzar;2019;2;;1;Usado
Villa Pueyrredón;2019;2;;1;Usado
Villa Santa Rita;2019;2;;1;Usado
Villa Urquiza;2019;2;3369.62;1;Usado
Almagro;2019;3;2798.49;1;Usado
Balvanera;2019;3;2529.25;1;Usado
Barracas;2019;3;;1;Usado
Belgrano;2019;3;3564.37;1;Usado
Boca;2019;3;;1;Usado
Boedo;2019;3;;1;Usado
Caballito;2019;3;2907.8;1;Usado
Chacarita;2019;3;3156.64;1;Usado
Colegiales;2019;3;3350.05;1;Usado
Constitución;2019;3;2204.5;1;Usado
Flores;2019;3;2627.15;1;Usado
Floresta;2019;3;;1;Usado
Liniers;2019;3;;1;Usado
Monte Castro;2019;3;2633.76;1;Usado
Montserrat;2019;3;2671.61;1;Usado
Núńez;2019;3;3607.77;1;Usado
Palermo;2019;3;3701.93;1;Usado
Parque Chacabuco;2019;3;;1;Usado
Parque Chas;2019;3;;1;Usado
Recoleta;2019;3;3465.21;1;Usado
Retiro;2019;3;3215.17;1;Usado
Saavedra;2019;3;3263.28;1;Usado
San Cristóbal;2019;3;2393.93;1;Usado
San Nicolás;2019;3;2562.12;1;Usado
San Telmo;2019;3;;1;Usado
Vélez Sarsfield;2019;3;;1;Usado
Villa Crespo;2019;3;3008.84;1;Usado
Villa del Parque;2019;3;2581.14;1;Usado
Villa Devoto;2019;3;;1;Usado
Villa Gral. Mitre;2019;3;;1;Usado
Villa Luro;2019;3;;1;Usado
Villa Ortúzar;2019;3;;1;Usado
Villa Pueyrredón;2019;3;;1;Usado
Villa Santa Rita;2019;3;;1;Usado
Villa Urquiza;2019;3;3228.23;1;Usado
Almagro;2019;4;2772.82;1;Usado
Balvanera;2019;4;2432.26;1;Usado
Barracas;2019;4;;1;Usado
Belgrano;2019;4;3499.76;1;Usado
Boca;2019;4;2117.41;1;Usado
Boedo;2019;4;;1;Usado
Caballito;2019;4;2914.8;1;Usado
Chacarita;2019;4;3146.75;1;Usado
Colegiales;2019;4;3285.41;1;Usado
Constitución;2019;4;2298.1;1;Usado
Flores;2019;4;2543.7;1;Usado
Floresta;2019;4;;1;Usado
Liniers;2019;4;;1;Usado
Monte Castro;2019;4;2614.34;1;Usado
Montserrat;2019;4;2610.77;1;Usado
Núńez;2019;4;3543.18;1;Usado
Palermo;2019;4;3686.68;1;Usado
Parque Chacabuco;2019;4;2914.19;1;Usado
Parque Chas;2019;4;2959.67;1;Usado
Recoleta;2019;4;3339.01;1;Usado
Retiro;2019;4;3163.6;1;Usado
Saavedra;2019;4;3055.05;1;Usado
San Cristóbal;2019;4;2317.91;1;Usado
San Nicolás;2019;4;2571.46;1;Usado
San Telmo;2019;4;2569.37;1;Usado
Vélez Sarsfield;2019;4;;1;Usado
Villa Crespo;2019;4;2957.96;1;Usado
Villa del Parque;2019;4;2701.14;1;Usado
Villa Devoto;2019;4;2868.51;1;Usado
Villa Gral. Mitre;2019;4;2716.89;1;Usado
Villa Luro;2019;4;;1;Usado
Villa Ortúzar;2019;4;3060.59;1;Usado
Villa Pueyrredón;2019;4;2888.6;1;Usado
Villa Santa Rita;2019;4;;1;Usado
Villa Urquiza;2019;4;3241.38;1;Usado
Almagro;2020;1;2793.17;1;Usado
Balvanera;2020;1;2377.49;1;Usado
Barracas;2020;1;;1;Usado
Belgrano;2020;1;3459.6;1;Usado
Boca;2020;1;2069.99;1;Usado
Boedo;2020;1;;1;Usado
Caballito;2020;1;2844.55;1;Usado
Chacarita;2020;1;2967.37;1;Usado
Colegiales;2020;1;3309.18;1;Usado
Constitución;2020;1;2189.65;1;Usado
Flores;2020;1;2566.2;1;Usado
Floresta;2020;1;;1;Usado
Liniers;2020;1;;1;Usado
Monte Castro;2020;1;2579.47;1;Usado
Montserrat;2020;1;2631.22;1;Usado
Núńez;2020;1;3405.07;1;Usado
Palermo;2020;1;3576.62;1;Usado
Parque Chacabuco;2020;1;2724.9;1;Usado
Parque Chas;2020;1;2993.51;1;Usado
Recoleta;2020;1;3306.88;1;Usado
Retiro;2020;1;;1;Usado
Saavedra;2020;1;;1;Usado
San Cristóbal;2020;1;2286.86;1;Usado
San Nicolás;2020;1;2480.49;1;Usado
San Telmo;2020;1;2708.01;1;Usado
Vélez Sarsfield;2020;1;;1;Usado
Villa Crespo;2020;1;2910.18;1;Usado
Villa del Parque;2020;1;2595.69;1;Usado
Villa Devoto;2020;1;2785.89;1;Usado
Villa Gral. Mitre;2020;1;2637.29;1;Usado
Villa Luro;2020;1;2406.49;1;Usado
Villa Ortúzar;2020;1;2952.51;1;Usado
Villa Pueyrredón;2020;1;2836.15;1;Usado
Villa Santa Rita;2020;1;;1;Usado
Villa Urquiza;2020;1;3198.02;1;Usado
Almagro;2020;2;2741.22;1;Usado
Balvanera;2020;2;2374.91;1;Usado
Barracas;2020;2;;1;Usado
Belgrano;2020;2;3384.77;1;Usado
Boca;2020;2;2089.88;1;Usado
Boedo;2020;2;;1;Usado
Caballito;2020;2;2740.09;1;Usado
Chacarita;2020;2;3037.5;1;Usado
Colegiales;2020;2;3219.56;1;Usado
Constitución;2020;2;2149.72;1;Usado
Flores;2020;2;2494.13;1;Usado
Floresta;2020;2;;1;Usado
Liniers;2020;2;;1;Usado
Monte Castro;2020;2;2504.76;1;Usado
Montserrat;2020;2;2647.21;1;Usado
Núńez;2020;2;3374.15;1;Usado
Palermo;2020;2;3545.32;1;Usado
Parque Chacabuco;2020;2;2688.31;1;Usado
Parque Chas;2020;2;2950.8;1;Usado
Recoleta;2020;2;3350.61;1;Usado
Retiro;2020;2;2953.16;1;Usado
Saavedra;2020;2;2899.82;1;Usado
San Cristóbal;2020;2;2330.13;1;Usado
San Nicolás;2020;2;2445.49;1;Usado
San Telmo;2020;2;2685.09;1;Usado
Vélez Sarsfield;2020;2;;1;Usado
Villa Crespo;2020;2;2971.66;1;Usado
Villa del Parque;2020;2;2556.39;1;Usado
Villa Devoto;2020;2;2728.71;1;Usado
Villa Gral. Mitre;2020;2;;1;Usado
Villa Luro;2020;2;2388.21;1;Usado
Villa Ortúzar;2020;2;2686.77;1;Usado
Villa Pueyrredón;2020;2;2765.82;1;Usado
Villa Santa Rita;2020;2;;1;Usado
Villa Urquiza;2020;2;3120.83;1;Usado
Almagro;2020;3;2592.72;1;Usado
Balvanera;2020;3;2294.65;1;Usado
Barracas;2020;3;;1;Usado
Belgrano;2020;3;3322.73;1;Usado
Boca;2020;3;2043.07;1;Usado
Boedo;2020;3;;1;Usado
Caballito;2020;3;2651.81;1;Usado
Chacarita;2020;3;3014.75;1;Usado
Colegiales;2020;3;3142.88;1;Usado
Constitución;2020;3;2064.8;1;Usado
Flores;2020;3;2369.39;1;Usado
Floresta;2020;3;;1;Usado
Liniers;2020;3;;1;Usado
Monte Castro;2020;3;2383.33;1;Usado
Montserrat;2020;3;2528.9;1;Usado
Núńez;2020;3;3241.86;1;Usado
Palermo;2020;3;3372.95;1;Usado
Parque Chacabuco;2020;3;2639.97;1;Usado
Parque Chas;2020;3;2779.25;1;Usado
Recoleta;2020;3;3149.55;1;Usado
Retiro;2020;3;2981.95;1;Usado
Saavedra;2020;3;2874.62;1;Usado
San Cristóbal;2020;3;2271.52;1;Usado
San Nicolás;2020;3;2422.42;1;Usado
San Telmo;2020;3;2727.34;1;Usado
Vélez Sarsfield;2020;3;;1;Usado
Villa Crespo;2020;3;2798.77;1;Usado
Villa del Parque;2020;3;2398.99;1;Usado
Villa Devoto;2020;3;2642.5;1;Usado
Villa Gral. Mitre;2020;3;2420.78;1;Usado
Villa Luro;2020;3;2325.29;1;Usado
Villa Ortúzar;2020;3;2565.58;1;Usado
Villa Pueyrredón;2020;3;2651.27;1;Usado
Villa Santa Rita;2020;3;;1;Usado
Villa Urquiza;2020;3;3002.25;1;Usado
Almagro;2020;4;2511.34;1;Usado
Balvanera;2020;4;2216.76;1;Usado
Barracas;2020;4;;1;Usado
Belgrano;2020;4;3288.41;1;Usado
Boca;2020;4;1906.07;1;Usado
Boedo;2020;4;;1;Usado
Caballito;2020;4;2608.02;1;Usado
Chacarita;2020;4;3046.79;1;Usado
Colegiales;2020;4;3036.36;1;Usado
Constitución;2020;4;2067.26;1;Usado
Flores;2020;4;2350.37;1;Usado
Floresta;2020;4;2160.87;1;Usado
Liniers;2020;4;2211.76;1;Usado
Monte Castro;2020;4;2371.54;1;Usado
Montserrat;2020;4;2368.24;1;Usado
Núńez;2020;4;3142.27;1;Usado
Palermo;2020;4;3241.61;1;Usado
Parque Chacabuco;2020;4;2494.55;1;Usado
Parque Chas;2020;4;2605.66;1;Usado
Recoleta;2020;4;3056.3;1;Usado
Retiro;2020;4;2818.47;1;Usado
Saavedra;2020;4;2746.39;1;Usado
San Cristóbal;2020;4;2273.65;1;Usado
San Nicolás;2020;4;2345;1;Usado
San Telmo;2020;4;2606.95;1;Usado
Vélez Sarsfield;2020;4;2151.02;1;Usado
Villa Crespo;2020;4;2761.83;1;Usado
Villa del Parque;2020;4;2362.82;1;Usado
Villa Devoto;2020;4;2600.79;1;Usado
Villa Gral. Mitre;2020;4;2379.11;1;Usado
Villa Luro;2020;4;2350.92;1;Usado
Villa Ortúzar;2020;4;2551.71;1;Usado
Villa Pueyrredón;2020;4;2589.34;1;Usado
Villa Santa Rita;2020;4;;1;Usado
Villa Urquiza;2020;4;2868.94;1;Usado
Almagro;2021;1;2465.26;1;Usado
Balvanera;2021;1;2185.99;1;Usado
Barracas;2021;1;2250.15;1;Usado
Belgrano;2021;1;3129.68;1;Usado
Boca;2021;1;1924.95;1;Usado
Boedo;2021;1;2244.54;1;Usado
Caballito;2021;1;2598.27;1;Usado
Chacarita;2021;1;2890.83;1;Usado
Colegiales;2021;1;2921.89;1;Usado
Constitución;2021;1;2007.13;1;Usado
Flores;2021;1;2276.95;1;Usado
Floresta;2021;1;2122.87;1;Usado
Liniers;2021;1;2129.26;1;Usado
Monte Castro;2021;1;2403.77;1;Usado
Montserrat;2021;1;2295.11;1;Usado
Núńez;2021;1;3090.86;1;Usado
Palermo;2021;1;3126;1;Usado
Parque Chacabuco;2021;1;2231.86;1;Usado
Parque Chas;2021;1;2498.79;1;Usado
Recoleta;2021;1;2973.93;1;Usado
Retiro;2021;1;2823.24;1;Usado
Saavedra;2021;1;2612.52;1;Usado
San Cristóbal;2021;1;2177.15;1;Usado
San Nicolás;2021;1;2299.93;1;Usado
San Telmo;2021;1;2543.51;1;Usado
Vélez Sarsfield;2021;1;2154.69;1;Usado
Villa Crespo;2021;1;2635.26;1;Usado
Villa del Parque;2021;1;2338.8;1;Usado
Villa Devoto;2021;1;2577.55;1;Usado
Villa Gral. Mitre;2021;1;2296.97;1;Usado
Villa Luro;2021;1;2402.33;1;Usado
Villa Ortúzar;2021;1;2601.41;1;Usado
Villa Pueyrredón;2021;1;2512.17;1;Usado
Villa Santa Rita;2021;1;2488.27;1;Usado
Villa Urquiza;2021;1;2753.63;1;Usado
Almagro;2021;2;2447.56;1;Usado
Balvanera;2021;2;2145.96;1;Usado
Barracas;2021;2;2210.16;1;Usado
Belgrano;2021;2;3032.23;1;Usado
Boca;2021;2;1821.27;1;Usado
Boedo;2021;2;2311.3;1;Usado
Caballito;2021;2;2590.28;1;Usado
Chacarita;2021;2;2778.51;1;Usado
Colegiales;2021;2;2932.56;1;Usado
Constitución;2021;2;2011.14;1;Usado
Flores;2021;2;2293.74;1;Usado
Floresta;2021;2;2201.38;1;Usado
Liniers;2021;2;2107.47;1;Usado
Monte Castro;2021;2;2348.59;1;Usado
Montserrat;2021;2;2320.16;1;Usado
Núńez;2021;2;3052.87;1;Usado
Palermo;2021;2;3112.64;1;Usado
Parque Chacabuco;2021;2;2398.56;1;Usado
Parque Chas;2021;2;2390.48;1;Usado
Recoleta;2021;2;2863.02;1;Usado
Retiro;2021;2;2722.49;1;Usado
Saavedra;2021;2;2674.29;1;Usado
San Cristóbal;2021;2;2071.25;1;Usado
San Nicolás;2021;2;2127.09;1;Usado
San Telmo;2021;2;2421.24;1;Usado
Vélez Sarsfield;2021;2;2187.29;1;Usado
Villa Crespo;2021;2;2564.95;1;Usado
Villa del Parque;2021;2;2364.86;1;Usado
Villa Devoto;2021;2;2638.36;1;Usado
Villa Gral. Mitre;2021;2;2329.15;1;Usado
Villa Luro;2021;2;2374.23;1;Usado
Villa Ortúzar;2021;2;2563.08;1;Usado
Villa Pueyrredón;2021;2;2433.83;1;Usado
Villa Santa Rita;2021;2;2368.19;1;Usado
Villa Urquiza;2021;2;2754.82;1;Usado
Almagro;2021;3;2354.67;1;Usado
Balvanera;2021;3;2037.34;1;Usado
Barracas;2021;3;2157.73;1;Usado
Belgrano;2021;3;2908.15;1;Usado
Boca;2021;3;1747.63;1;Usado
Boedo;2021;3;2251.14;1;Usado
Caballito;2021;3;2504.19;1;Usado
Chacarita;2021;3;2645.92;1;Usado
Colegiales;2021;3;2795.92;1;Usado
Constitución;2021;3;1914.63;1;Usado
Flores;2021;3;2222.55;1;Usado
Floresta;2021;3;2143.69;1;Usado
Liniers;2021;3;2180.38;1;Usado
Monte Castro;2021;3;2234.25;1;Usado
Montserrat;2021;3;2159.38;1;Usado
Núńez;2021;3;2943.46;1;Usado
Palermo;2021;3;3024.87;1;Usado
Parque Chacabuco;2021;3;2360.89;1;Usado
Parque Chas;2021;3;2412.35;1;Usado
Recoleta;2021;3;2785.75;1;Usado
Retiro;2021;3;2523.8;1;Usado
Saavedra;2021;3;2572.94;1;Usado
San Cristóbal;2021;3;2020.76;1;Usado
San Nicolás;2021;3;2042.03;1;Usado
San Telmo;2021;3;2425.06;1;Usado
Vélez Sarsfield;2021;3;2239.59;1;Usado
Villa Crespo;2021;3;2481.83;1;Usado
Villa del Parque;2021;3;2305.98;1;Usado
Villa Devoto;2021;3;2512.24;1;Usado
Villa Gral. Mitre;2021;3;2280.36;1;Usado
Villa Luro;2021;3;2288.32;1;Usado
Villa Ortúzar;2021;3;2456.62;1;Usado
Villa Pueyrredón;2021;3;2424.55;1;Usado
Villa Santa Rita;2021;3;2202.12;1;Usado
Villa Urquiza;2021;3;2610.21;1;Usado
Almagro;2021;4;2321.29;1;Usado
Balvanera;2021;4;1993.35;1;Usado
Barracas;2021;4;2173.08;1;Usado
Belgrano;2021;4;2858;1;Usado
Boca;2021;4;1617.23;1;Usado
Boedo;2021;4;2185.96;1;Usado
Caballito;2021;4;2447.14;1;Usado
Chacarita;2021;4;2631.11;1;Usado
Colegiales;2021;4;2758.44;1;Usado
Constitución;2021;4;1907.42;1;Usado
Flores;2021;4;2169.57;1;Usado
Floresta;2021;4;2101.48;1;Usado
Liniers;2021;4;2082.6;1;Usado
Monte Castro;2021;4;2311.48;1;Usado
Montserrat;2021;4;2100.43;1;Usado
Núńez;2021;4;2923.15;1;Usado
Palermo;2021;4;2946.01;1;Usado
Parque Chacabuco;2021;4;2334.92;1;Usado
Parque Chas;2021;4;2309.82;1;Usado
Recoleta;2021;4;2746.08;1;Usado
Retiro;2021;4;2498.73;1;Usado
Saavedra;2021;4;2555.19;1;Usado
San Cristóbal;2021;4;1996.16;1;Usado
San Nicolás;2021;4;2018.13;1;Usado
San Telmo;2021;4;2336.89;1;Usado
Vélez Sarsfield;2021;4;2134.64;1;Usado
Villa Crespo;2021;4;2389.16;1;Usado
Villa del Parque;2021;4;2297.61;1;Usado
Villa Devoto;2021;4;2406.4;1;Usado
Villa Gral. Mitre;2021;4;2300.11;1;Usado
Villa Luro;2021;4;2239.57;1;Usado
